Test 1- 13/10/21,,Test 2 - 13/10/21,,Test 3 - 13/10/21,,Test 4 - 13/10/21,,Test 1 - 09/11/21,,Test 2 - 09/11/21,
Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm]
,,244.200,0.498,254.200,0.513,194.900,0.518,189.000,0.602,156.000,0.520
,,244.200,0.499,254.700,0.513,194.700,0.518,189.300,0.603,156.100,0.519
,,244.300,0.500,254.800,0.513,194.700,0.518,189.400,0.602,156.400,0.520
,,244.500,0.501,254.800,0.512,195.200,0.519,189.500,0.602,156.500,0.520
,,244.500,0.502,255.200,0.513,195.400,0.520,190.000,0.602,156.600,0.520
,,244.500,0.502,255.300,0.513,195.500,0.520,190.000,0.602,156.600,0.521
,,245.100,0.503,255.300,0.513,196.000,0.520,190.200,0.602,156.500,0.520
,,245.300,0.503,255.400,0.513,196.000,0.521,190.500,0.602,156.400,0.519
,,245.300,0.504,255.700,0.513,196.100,0.521,190.600,0.603,156.600,0.520
,,245.600,0.504,255.900,0.513,196.200,0.521,190.400,0.602,156.500,0.520
,,246.000,0.506,255.900,0.514,196.200,0.520,190.600,0.603,156.500,0.520
,,245.900,0.505,255.900,0.514,196.300,0.521,190.700,0.603,156.600,0.520
,,246.200,0.505,256.100,0.514,196.600,0.522,190.700,0.602,156.800,0.519
,,246.500,0.507,256.000,0.513,196.500,0.521,191.100,0.603,157.000,0.520
,,246.400,0.506,256.500,0.514,196.600,0.521,191.200,0.603,157.000,0.520
,,246.500,0.506,256.400,0.513,196.800,0.521,191.200,0.602,157.200,0.519
,,246.800,0.507,256.400,0.514,197.000,0.521,191.200,0.602,157.200,0.520
,,247.200,0.507,257.000,0.513,197.200,0.521,191.600,0.603,157.500,0.519
,,247.000,0.507,257.100,0.514,197.100,0.521,191.600,0.602,157.600,0.519
,,247.200,0.508,257.000,0.514,197.000,0.521,191.600,0.603,157.700,0.520
,,247.700,0.507,257.100,0.514,197.600,0.521,191.800,0.602,157.700,0.520
,,247.700,0.507,257.600,0.513,197.700,0.521,191.800,0.603,157.700,0.520
,,247.700,0.508,257.700,0.513,197.700,0.521,192.100,0.602,157.700,0.520
,,247.800,0.508,257.600,0.514,197.700,0.521,192.300,0.602,157.700,0.519
,,248.200,0.508,257.500,0.514,197.800,0.521,192.400,0.604,157.800,0.519
,,248.200,0.508,258.100,0.513,198.400,0.521,192.300,0.602,157.700,0.520
,,248.200,0.508,258.000,0.513,198.300,0.522,192.300,0.603,157.700,0.520
,,248.200,0.508,258.100,0.513,198.500,0.521,192.500,0.603,157.800,0.520
,,248.900,0.507,258.300,0.514,198.800,0.522,192.400,0.603,157.700,0.520
,,248.800,0.508,258.600,0.513,198.700,0.522,192.300,0.602,157.800,0.520
,,249.400,0.508,258.700,0.513,199.200,0.522,192.500,0.602,157.600,0.520
,,249.700,0.507,259.500,0.513,199.400,0.522,192.800,0.603,157.800,0.520
,,250.000,0.507,259.500,0.513,199.500,0.522,192.900,0.604,157.700,0.520
,,250.300,0.508,259.900,0.514,199.400,0.522,192.900,0.603,157.600,0.520
,,250.400,0.508,260.000,0.513,199.400,0.523,192.900,0.604,157.800,0.520
,,250.600,0.508,260.000,0.513,199.400,0.522,192.900,0.603,157.700,0.521
,,250.500,0.508,260.000,0.513,199.400,0.522,193.600,0.603,157.700,0.520
,,251.100,0.508,260.000,0.513,199.400,0.522,193.500,0.603,157.700,0.521
,,251.100,0.508,259.800,0.513,200.000,0.521,193.500,0.603,157.700,0.521
,,251.200,0.508,259.800,0.513,200.100,0.523,193.500,0.603,157.600,0.520
,,251.700,0.508,260.200,0.513,200.100,0.522,193.900,0.602,157.600,0.521
,,251.800,0.509,260.400,0.514,200.500,0.522,194.100,0.604,157.600,0.521
,,252.200,0.508,260.700,0.514,200.500,0.523,194.000,0.603,157.600,0.520
,,252.200,0.508,260.500,0.513,200.600,0.521,194.000,0.603,157.800,0.520
,,252.100,0.508,260.600,0.513,200.600,0.522,194.100,0.604,157.800,0.520
,,252.300,0.508,261.000,0.514,200.600,0.522,194.100,0.603,157.700,0.522
,,252.200,0.508,261.000,0.514,200.800,0.522,194.000,0.603,157.800,0.520
,,252.700,0.508,261.000,0.514,201.200,0.522,194.300,0.604,157.700,0.521
,,252.700,0.508,261.300,0.513,201.000,0.522,194.700,0.603,157.700,0.521
,,252.900,0.508,261.600,0.514,201.100,0.523,194.600,0.604,157.800,0.522
,,253.400,0.508,261.500,0.514,201.100,0.522,194.600,0.604,158.100,0.521
,,253.400,0.508,261.800,0.514,201.100,0.523,195.000,0.604,158.200,0.522
,,253.500,0.508,262.300,0.513,201.200,0.523,195.100,0.604,158.300,0.521
,,253.600,0.508,262.300,0.514,201.500,0.522,195.100,0.604,158.900,0.521
,,253.900,0.508,262.200,0.515,201.500,0.522,195.200,0.604,159.000,0.521
,,254.200,0.508,262.600,0.514,201.600,0.522,195.500,0.604,159.200,0.521
,,254.700,0.508,262.800,0.514,201.600,0.523,195.700,0.604,159.400,0.521
,,255.000,0.508,262.800,0.514,201.600,0.522,195.700,0.604,159.400,0.520
,,255.100,0.507,262.900,0.514,201.700,0.523,195.700,0.604,159.400,0.522
,,255.400,0.508,262.900,0.514,201.600,0.522,195.800,0.604,159.400,0.521
,,255.600,0.508,263.300,0.513,201.800,0.523,195.800,0.604,159.400,0.522
,,255.800,0.508,263.300,0.514,201.700,0.523,195.800,0.603,159.500,0.521
,,255.800,0.508,263.400,0.514,201.600,0.522,195.900,0.604,159.400,0.521
,,256.000,0.508,263.300,0.514,201.800,0.523,196.000,0.604,159.400,0.521
,,256.200,0.508,264.000,0.514,201.800,0.523,196.100,0.602,159.300,0.521
,,256.300,0.509,263.900,0.514,202.100,0.523,196.000,0.604,159.600,0.522
,,256.300,0.508,263.900,0.514,202.200,0.523,195.700,0.604,159.800,0.521
,,256.700,0.508,264.500,0.514,202.300,0.524,195.700,0.603,159.900,0.521
,,257.100,0.507,264.500,0.514,202.300,0.523,196.000,0.604,159.900,0.521
,,257.400,0.508,264.600,0.514,202.300,0.524,196.200,0.603,159.900,0.521
,,257.400,0.508,264.600,0.515,202.200,0.523,196.100,0.603,160.100,0.521
,,257.400,0.508,264.500,0.514,202.700,0.523,196.200,0.604,159.800,0.521
,,257.500,0.508,264.600,0.515,202.700,0.524,196.400,0.604,160.000,0.521
,,257.900,0.508,264.900,0.514,202.800,0.523,196.400,0.603,159.900,0.520
,,257.800,0.508,265.100,0.515,202.900,0.522,196.300,0.604,160.100,0.521
,,258.000,0.508,265.000,0.514,203.500,0.523,196.300,0.604,159.900,0.521
,,258.500,0.508,265.100,0.514,203.500,0.524,196.200,0.604,159.900,0.521
,,258.600,0.508,265.000,0.514,203.400,0.524,196.200,0.604,160.000,0.521
,,258.600,0.508,265.600,0.516,203.900,0.523,196.300,0.604,160.000,0.521
,,258.700,0.508,265.600,0.515,203.900,0.523,196.400,0.604,160.000,0.521
,,259.200,0.509,265.600,0.515,203.900,0.524,196.400,0.605,160.000,0.520
,,259.100,0.508,266.200,0.515,203.900,0.523,196.200,0.605,160.100,0.521
,,259.700,0.508,266.200,0.515,203.900,0.524,196.400,0.605,159.900,0.521
,,259.600,0.508,266.200,0.515,204.000,0.523,196.800,0.604,160.100,0.520
,,259.700,0.508,266.200,0.515,204.100,0.524,196.800,0.605,160.000,0.521
,,259.800,0.508,266.300,0.516,204.500,0.524,196.900,0.605,160.600,0.521
,,260.300,0.509,266.700,0.515,204.500,0.524,196.900,0.604,160.500,0.521
,,260.100,0.508,266.800,0.515,204.600,0.523,196.800,0.605,160.600,0.521
,,260.100,0.508,266.700,0.515,204.500,0.524,196.900,0.604,160.600,0.521
,,260.300,0.508,266.800,0.515,204.500,0.524,196.900,0.604,160.500,0.520
,,260.400,0.509,266.700,0.515,205.000,0.524,196.700,0.605,160.600,0.521
,,260.800,0.509,266.800,0.516,205.000,0.524,196.900,0.604,160.500,0.521
,,260.900,0.509,266.800,0.515,205.200,0.524,196.800,0.605,160.400,0.521
,,260.600,0.508,266.900,0.515,205.200,0.524,196.900,0.605,160.400,0.521
,,260.900,0.509,267.400,0.515,205.100,0.524,197.000,0.604,160.700,0.521
,,261.100,0.508,267.400,0.514,205.000,0.524,197.400,0.605,161.000,0.521
,,261.100,0.509,267.200,0.515,205.100,0.524,197.400,0.604,161.200,0.520
,,261.300,0.509,267.400,0.516,205.100,0.524,197.500,0.605,161.200,0.521
,,261.300,0.509,267.200,0.515,205.400,0.524,197.300,0.605,161.100,0.521
,,261.600,0.509,267.800,0.515,205.500,0.524,197.400,0.605,161.200,0.521
,,262.000,0.508,267.800,0.515,206.000,0.524,197.600,0.605,161.100,0.521
,,261.900,0.509,267.900,0.515,206.000,0.524,198.000,0.604,161.000,0.521
,,261.900,0.509,268.400,0.516,206.200,0.524,198.100,0.605,161.300,0.521
,,262.000,0.509,268.400,0.515,206.700,0.524,198.500,0.604,161.600,0.522
,,262.000,0.509,268.500,0.515,206.900,0.525,198.700,0.605,161.700,0.521
,,262.400,0.508,268.600,0.516,206.800,0.524,198.600,0.604,161.700,0.520
,,262.500,0.509,268.400,0.516,206.900,0.525,198.600,0.605,161.800,0.522
,,262.600,0.508,268.600,0.515,206.800,0.524,198.600,0.605,161.700,0.521
,,262.500,0.509,268.900,0.516,206.900,0.524,198.600,0.605,161.600,0.522
,,262.500,0.509,268.600,0.516,207.300,0.524,199.000,0.604,161.700,0.521
,,262.800,0.509,268.700,0.516,207.300,0.525,199.400,0.605,161.600,0.521
,,263.200,0.509,269.000,0.515,207.300,0.524,199.300,0.605,161.500,0.522
,,263.200,0.509,268.900,0.516,207.400,0.524,199.100,0.604,162.100,0.521
,,263.400,0.509,269.100,0.515,207.200,0.524,199.300,0.605,162.300,0.521
,,263.700,0.509,269.500,0.516,207.600,0.524,199.800,0.605,162.000,0.521
,,263.700,0.509,269.500,0.516,207.400,0.525,199.800,0.605,161.900,0.522
,,263.600,0.508,269.600,0.516,207.200,0.525,199.700,0.605,161.800,0.522
,,263.700,0.509,269.600,0.516,207.500,0.524,199.800,0.605,161.900,0.521
,,263.900,0.510,269.600,0.516,208.100,0.525,200.000,0.604,161.800,0.522
,,264.400,0.509,270.100,0.516,208.000,0.525,200.400,0.605,162.200,0.522
,,264.200,0.510,270.100,0.516,208.000,0.524,200.200,0.605,162.200,0.523
,,264.200,0.509,270.200,0.516,207.900,0.524,200.200,0.605,162.400,0.522
,,264.800,0.509,270.700,0.516,208.100,0.524,200.400,0.604,162.300,0.521
,,264.700,0.510,270.500,0.516,208.200,0.525,200.400,0.605,162.400,0.521
,,265.100,0.509,270.700,0.516,208.200,0.524,200.300,0.605,162.400,0.521
,,265.300,0.510,270.800,0.516,208.600,0.524,200.400,0.605,162.300,0.521
,,265.500,0.509,270.800,0.516,208.600,0.524,200.300,0.605,162.600,0.522
,,265.300,0.508,270.900,0.515,208.400,0.524,200.300,0.605,162.700,0.522
,,266.000,0.510,271.200,0.516,208.600,0.524,200.400,0.604,162.700,0.522
,,266.100,0.510,271.400,0.516,208.500,0.524,200.400,0.604,162.700,0.521
,,266.500,0.509,271.400,0.516,208.400,0.524,200.900,0.604,162.700,0.522
,,266.500,0.509,271.300,0.516,208.600,0.524,200.800,0.604,162.800,0.525
,,266.500,0.510,271.300,0.517,208.600,0.523,201.000,0.605,162.900,0.529
,,266.500,0.509,271.500,0.518,208.500,0.524,201.200,0.604,163.100,0.533
,,266.900,0.510,271.800,0.520,208.600,0.525,201.400,0.605,163.500,0.538
,,267.100,0.509,272.000,0.522,208.900,0.524,201.500,0.606,163.500,0.540
,,267.400,0.509,272.400,0.524,208.800,0.524,201.500,0.604,163.400,0.541
,,267.800,0.509,272.500,0.524,209.000,0.524,201.400,0.605,163.500,0.543
,,267.600,0.510,272.600,0.526,208.900,0.524,201.500,0.605,163.500,0.543
,,267.600,0.510,272.500,0.526,209.200,0.524,201.300,0.604,163.400,0.543
,,267.600,0.509,273.000,0.527,209.200,0.524,201.900,0.605,163.600,0.544
,,267.800,0.509,273.100,0.528,209.000,0.524,202.400,0.605,164.000,0.544
,,267.900,0.510,273.000,0.528,209.200,0.524,202.700,0.605,163.900,0.545
,,268.300,0.509,273.000,0.528,209.100,0.524,202.600,0.604,164.100,0.545
,,268.100,0.510,273.600,0.529,209.200,0.525,202.700,0.604,163.900,0.545
,,268.300,0.509,273.600,0.529,209.500,0.525,202.600,0.605,163.900,0.546
,,268.600,0.510,273.700,0.530,209.600,0.524,202.500,0.604,163.800,0.546
,,268.900,0.511,273.500,0.530,209.600,0.525,202.600,0.605,163.900,0.545
,,269.100,0.510,274.100,0.531,209.600,0.524,202.700,0.605,164.300,0.546
,,269.300,0.510,274.100,0.531,209.600,0.524,202.500,0.605,164.600,0.546
,,269.400,0.509,274.200,0.531,209.700,0.525,202.600,0.605,164.700,0.546
,,269.400,0.511,274.200,0.531,209.800,0.525,202.700,0.605,164.600,0.546
,,269.800,0.509,274.100,0.531,209.600,0.525,202.700,0.605,164.600,0.546
,,270.000,0.510,274.600,0.532,209.600,0.525,202.700,0.606,165.100,0.547
,,270.000,0.510,274.700,0.532,209.700,0.524,203.100,0.605,165.100,0.547
,,270.000,0.511,274.800,0.532,209.600,0.525,203.200,0.605,165.100,0.547
,,270.400,0.510,275.000,0.532,209.700,0.525,203.200,0.606,165.100,0.547
,,270.500,0.510,275.400,0.532,209.800,0.525,203.200,0.605,165.100,0.546
,,270.400,0.510,275.400,0.532,209.800,0.525,203.300,0.605,165.200,0.546
,,270.500,0.510,275.300,0.533,209.700,0.525,203.200,0.605,165.200,0.546
,,271.100,0.510,275.400,0.533,209.700,0.525,203.500,0.605,165.300,0.546
,,271.100,0.510,275.700,0.533,210.100,0.525,203.800,0.605,165.400,0.547
,,271.000,0.510,275.900,0.533,210.300,0.526,203.700,0.606,165.700,0.547
,,271.200,0.510,276.000,0.533,210.100,0.525,203.800,0.606,165.500,0.547
,,271.300,0.510,276.400,0.533,210.200,0.526,203.800,0.608,166.000,0.547
,,271.600,0.510,276.500,0.533,210.200,0.525,203.800,0.612,166.300,0.547
,,271.600,0.510,276.500,0.534,210.200,0.525,204.300,0.614,166.200,0.547
,,271.900,0.511,276.400,0.534,210.200,0.526,204.400,0.616,166.400,0.547
,,272.300,0.510,276.800,0.533,210.800,0.525,204.300,0.618,166.300,0.547
,,272.100,0.510,277.100,0.533,210.800,0.525,204.300,0.620,166.300,0.547
,,272.200,0.511,277.100,0.533,210.700,0.526,204.200,0.620,166.400,0.546
,,272.600,0.511,277.100,0.533,210.800,0.526,204.300,0.622,166.400,0.547
,,272.800,0.511,277.300,0.533,210.900,0.525,204.800,0.623,166.900,0.547
,,272.800,0.511,277.700,0.533,211.200,0.526,205.000,0.623,166.900,0.547
,,272.700,0.510,277.600,0.534,211.200,0.526,205.100,0.623,167.000,0.547
,,273.400,0.510,277.900,0.533,211.400,0.525,205.600,0.625,166.800,0.547
,,273.900,0.511,278.100,0.533,211.300,0.525,205.600,0.625,166.700,0.547
,,273.900,0.511,278.300,0.534,211.400,0.525,205.800,0.626,167.400,0.547
,,274.000,0.511,278.200,0.534,211.200,0.526,206.100,0.626,167.200,0.548
,,274.000,0.511,278.600,0.533,211.200,0.526,206.600,0.626,167.000,0.547
,,273.900,0.511,278.800,0.534,211.500,0.525,206.500,0.626,167.000,0.547
,,274.100,0.511,278.800,0.534,211.400,0.526,206.700,0.626,167.200,0.548
,,274.100,0.511,278.900,0.534,211.300,0.526,206.600,0.627,167.400,0.548
,,274.000,0.511,279.200,0.534,211.400,0.526,206.600,0.627,167.400,0.548
,,274.100,0.511,279.300,0.534,211.400,0.525,207.000,0.627,167.400,0.548
,,274.300,0.511,279.300,0.534,211.300,0.525,207.000,0.627,167.300,0.548
,,274.600,0.512,279.400,0.534,211.500,0.525,207.200,0.627,167.500,0.547
,,274.500,0.511,279.600,0.534,211.600,0.525,207.200,0.627,167.400,0.547
,,274.500,0.510,280.000,0.534,211.500,0.526,207.700,0.628,167.400,0.547
,,274.700,0.512,279.900,0.534,211.800,0.525,207.600,0.627,167.300,0.547
,,275.000,0.510,279.900,0.534,212.000,0.525,207.700,0.627,167.400,0.548
,,275.000,0.511,280.500,0.535,212.000,0.525,207.800,0.628,167.600,0.548
,,275.200,0.511,280.600,0.534,211.900,0.525,207.800,0.628,167.600,0.548
,,275.600,0.511,280.500,0.534,211.900,0.526,207.700,0.628,168.000,0.548
,,275.700,0.511,280.600,0.534,212.000,0.526,207.700,0.628,168.100,0.548
,,275.500,0.512,281.100,0.535,211.800,0.527,207.600,0.628,168.000,0.547
,,275.600,0.511,281.100,0.535,211.900,0.530,208.200,0.627,168.000,0.547
,,276.000,0.512,281.100,0.535,212.400,0.532,208.300,0.628,168.000,0.548
,,276.300,0.511,281.000,0.534,212.600,0.535,208.300,0.628,168.100,0.548
,,276.300,0.512,281.700,0.535,212.300,0.538,208.400,0.628,168.500,0.548
,,276.200,0.511,281.600,0.535,212.800,0.539,208.300,0.629,168.600,0.549
,,276.200,0.511,281.700,0.535,213.000,0.540,208.300,0.628,168.500,0.548
,,276.200,0.513,282.300,0.535,213.300,0.541,208.500,0.627,168.700,0.549
,,276.700,0.514,282.200,0.535,213.700,0.543,208.900,0.627,168.700,0.547
,,277.100,0.515,282.200,0.535,213.700,0.543,208.800,0.628,168.600,0.548
,,277.600,0.516,282.300,0.535,213.700,0.545,208.900,0.628,168.700,0.548
,,278.000,0.518,282.500,0.535,214.100,0.545,209.000,0.628,168.800,0.549
,,278.000,0.519,282.800,0.536,214.300,0.545,209.300,0.629,169.100,0.549
,,278.300,0.520,282.800,0.535,214.300,0.546,209.400,0.628,168.700,0.548
,,278.500,0.520,282.900,0.535,214.200,0.546,209.500,0.628,168.800,0.548
,,278.500,0.521,282.700,0.536,214.100,0.547,209.400,0.629,168.600,0.549
,,278.600,0.521,283.000,0.535,214.500,0.546,209.500,0.628,168.700,0.550
,,279.000,0.521,283.500,0.536,214.900,0.547,209.800,0.628,168.800,0.548
,,279.100,0.522,283.400,0.536,214.900,0.547,210.000,0.629,169.100,0.549
,,279.500,0.522,284.000,0.536,214.800,0.547,210.100,0.629,169.100,0.548
,,279.700,0.523,284.500,0.536,215.200,0.548,210.000,0.629,169.500,0.549
,,279.600,0.523,284.400,0.536,215.300,0.547,209.900,0.629,169.800,0.549
,,279.800,0.523,284.400,0.536,215.300,0.548,210.200,0.628,169.600,0.549
,,280.200,0.523,284.800,0.535,215.700,0.548,210.500,0.629,169.600,0.549
,,280.200,0.523,285.000,0.535,216.000,0.548,210.600,0.629,169.600,0.548
,,280.200,0.524,285.000,0.535,216.000,0.547,210.600,0.629,169.800,0.550
,,280.300,0.524,285.100,0.535,215.900,0.548,210.700,0.629,169.700,0.549
,,280.300,0.524,285.500,0.536,216.100,0.548,210.500,0.629,169.700,0.549
,,280.400,0.524,285.800,0.536,216.500,0.547,211.000,0.629,170.000,0.549
,,280.800,0.524,285.900,0.536,216.500,0.548,211.200,0.629,170.300,0.549
,,280.900,0.524,286.600,0.535,216.400,0.547,211.600,0.629,170.300,0.549
,,281.400,0.523,286.800,0.536,216.600,0.548,211.800,0.629,170.200,0.550
,,281.400,0.525,286.500,0.536,216.400,0.548,211.900,0.629,170.400,0.550
,,281.300,0.525,286.700,0.536,216.800,0.548,211.900,0.629,170.600,0.550
,,281.400,0.525,286.900,0.536,217.200,0.548,212.300,0.629,170.800,0.550
,,281.800,0.525,287.300,0.535,217.200,0.548,212.300,0.629,171.400,0.550
,,282.000,0.525,287.400,0.536,217.700,0.548,212.500,0.629,171.400,0.550
,,282.200,0.525,287.400,0.536,217.900,0.547,212.400,0.629,171.300,0.549
,,282.600,0.526,287.400,0.536,218.200,0.548,212.500,0.629,171.400,0.549
,,282.400,0.525,287.400,0.536,218.200,0.547,213.000,0.629,171.600,0.549
,,282.800,0.525,287.600,0.536,218.500,0.548,212.800,0.629,171.900,0.549
,,283.200,0.525,287.700,0.536,218.900,0.548,212.900,0.629,171.900,0.549
,,283.500,0.525,287.700,0.536,218.800,0.547,213.000,0.628,171.900,0.549
,,283.600,0.526,287.900,0.536,218.900,0.548,213.000,0.629,172.000,0.550
,,283.700,0.525,288.300,0.536,218.900,0.548,213.100,0.629,172.100,0.549
,,283.600,0.525,288.400,0.537,219.200,0.548,213.500,0.628,172.000,0.549
,,283.700,0.526,288.400,0.536,219.400,0.548,213.500,0.628,172.200,0.550
,,283.700,0.526,288.500,0.537,219.500,0.548,213.400,0.629,172.600,0.549
,,284.000,0.526,289.000,0.537,219.800,0.549,213.400,0.629,172.700,0.550
,,,,289.100,0.537,220.000,0.548,213.500,0.630,172.500,0.550
,,,,289.000,0.537,219.900,0.548,213.600,0.629,172.400,0.550
,,,,289.100,0.537,220.500,0.548,213.400,0.629,172.600,0.550
,,,,289.000,0.537,220.600,0.548,213.400,0.629,172.600,0.550
,,,,289.500,0.536,220.500,0.548,213.800,0.629,173.100,0.550
,,,,289.500,0.537,220.700,0.548,214.100,0.629,173.100,0.550
,,,,289.500,0.537,221.100,0.549,214.100,0.629,173.100,0.550
,,,,289.700,0.537,221.100,0.548,214.100,0.629,173.200,0.550
,,,,290.200,0.537,221.300,0.548,214.100,0.629,173.100,0.550
,,,,290.200,0.537,221.600,0.548,214.000,0.629,173.100,0.550
,,,,290.200,0.537,221.700,0.548,213.900,0.629,173.200,0.550
,,,,290.300,0.537,221.700,0.548,214.200,0.629,173.100,0.550
,,,,290.600,0.537,221.600,0.548,214.500,0.629,173.100,0.550
,,,,290.700,0.538,221.800,0.549,214.600,0.629,173.300,0.550
,,,,290.800,0.537,222.000,0.548,214.600,0.629,173.600,0.550
,,,,290.900,0.537,222.200,0.548,214.900,0.629,173.500,0.549
,,,,290.600,0.538,222.100,0.548,215.100,0.630,173.700,0.550
,,,,290.700,0.538,222.000,0.548,215.400,0.630,173.800,0.550
,,,,291.100,0.537,222.200,0.549,215.800,0.629,173.500,0.549
,,,,291.300,0.538,222.400,0.548,215.800,0.629,173.800,0.550
,,,,291.300,0.538,222.900,0.548,215.800,0.629,173.700,0.549
,,,,291.500,0.537,222.800,0.548,215.800,0.629,173.700,0.550
,,,,291.700,0.538,222.700,0.549,215.700,0.629,173.800,0.549
,,,,291.800,0.538,222.900,0.549,215.700,0.629,174.200,0.549
,,,,291.800,0.537,223.300,0.549,215.800,0.631,174.100,0.549
,,,,292.500,0.537,223.400,0.549,215.800,0.630,174.200,0.549
,,,,292.500,0.538,223.400,0.549,215.900,0.629,174.300,0.549
,,,,292.500,0.538,223.600,0.548,216.200,0.629,174.200,0.549
,,,,292.500,0.538,223.800,0.549,216.900,0.629,174.400,0.550
,,,,293.000,0.538,224.000,0.548,216.900,0.629,174.700,0.549
,,,,292.900,0.538,223.900,0.548,216.800,0.629,175.300,0.549
,,,,293.200,0.538,224.500,0.549,217.100,0.629,175.400,0.549
,,,,293.000,0.538,224.400,0.548,217.400,0.629,175.500,0.549
,,,,292.900,0.537,224.400,0.548,217.500,0.629,175.900,0.549
,,,,293.400,0.539,224.500,0.548,217.400,0.629,176.100,0.549
,,,,293.700,0.538,224.900,0.549,217.300,0.629,175.900,0.549
,,,,293.500,0.539,225.200,0.548,217.500,0.630,176.000,0.550
,,,,294.000,0.539,225.100,0.549,217.900,0.629,176.000,0.549
,,,,294.200,0.539,225.100,0.548,217.900,0.629,175.900,0.549
,,,,294.200,0.539,225.600,0.548,218.100,0.630,176.000,0.549
,,,,294.200,0.539,225.600,0.549,217.900,0.630,176.000,0.549
,,,,294.500,0.539,225.700,0.548,218.200,0.630,175.900,0.550
,,,,294.800,0.539,225.700,0.549,218.500,0.630,176.000,0.550
,,,,294.700,0.539,226.200,0.549,218.700,0.630,176.000,0.551
,,,,294.900,0.538,226.100,0.548,218.800,0.630,176.100,0.549
,,,,295.400,0.539,226.300,0.549,219.000,0.631,176.200,0.549
,,,,295.200,0.538,226.200,0.549,219.200,0.630,176.500,0.550
,,,,295.100,0.539,226.200,0.548,219.100,0.630,176.500,0.550
,,,,295.300,0.539,226.400,0.548,219.100,0.630,176.400,0.550
,,,,295.400,0.539,226.700,0.549,219.500,0.630,176.600,0.550
,,,,295.600,0.540,226.700,0.549,219.700,0.631,176.600,0.550
,,,,295.800,0.539,226.800,0.548,219.700,0.630,177.100,0.549
,,,,296.000,0.539,226.800,0.549,219.800,0.630,177.100,0.550
,,,,295.900,0.540,226.800,0.549,219.500,0.631,177.100,0.549
,,,,296.100,0.539,226.800,0.548,219.700,0.630,177.200,0.549
,,,,296.500,0.539,226.900,0.548,219.800,0.630,177.100,0.550
,,,,296.400,0.540,227.400,0.548,220.100,0.631,177.100,0.551
,,,,296.300,0.539,227.300,0.548,220.200,0.630,177.100,0.550
,,,,296.600,0.539,227.700,0.548,220.300,0.632,176.900,0.550
,,,,297.000,0.540,228.000,0.548,220.300,0.630,177.300,0.551
,,,,297.000,0.540,227.900,0.548,220.300,0.631,177.000,0.550
,,,,297.000,0.539,227.900,0.548,220.700,0.630,177.000,0.550
,,,,297.000,0.539,227.900,0.548,220.900,0.631,177.100,0.550
